Date,Model,Device,Type,TPT,FPT,CPT,ACMDR,SCT,AIT,SIM,NIGHT,HLL,LLL,P,6.0,F,1,2.0,A,B,Record,T&R,Role,Sorties,NT,SIT,IPT,NVG,Mission Code,CAT/JATO,Remarks,DayLdg,NPS,PS,NightLdg,NPA,PA,ShipArrest,Time,Approaches,PIC,SIC
2019-01-23 20:36:00,T-44C,160970,Aircraft,2.1,0.3,1.8,,,,,,,,,,,,,,,C11432Y,,INSTRUCTOR,1,2.1,0.3,2.1,,1D2,,I4202-J V HAGBERG,,1,,1,,,,20:36,,2.1,
2019-01-25 15:12:00,T-44C,160978,Aircraft,2.0,0.3,1.7,,,,,,,,,,,,,,,C1143HM,,INSTRUCTOR,1,,0.3,2.0,,1D2,,I4203-T J LEE,1,,1,,,,,15:12,,2.0,
2019-01-25 18:30:00,T-44C,160978,Aircraft,1.9,0.3,1.6,,,0.5,,,,,,,,,,,,C1143HN,,INSTRUCTOR,1,,0.3,1.9,,1D2,,I4204-T J LEE,1,1,,,,,,18:30,,1.9,
2019-01-30 13:30:00,T-44C,161071,Aircraft,3.0,1.5,1.5,,,0.2,,,,,,,,,,,,C11447Y,,INSTRUCTOR,1,,0.3,3.0,,1F2,,I.F.R. Prof-R P Broderick,1,1,,,,,,13:30,,3.0,
2019-02-01 18:30:00,T-44C,160854,Aircraft,3.8,0.6,3.2,,,1.0,,,,,,,,,,,,C1144PT,,INSTRUCTOR,1,,0.3,3.8,,1D2,,"I4201-A J GODEAUX, E I MORALES",2,1,,,1,,,18:30,,3.8,
2019-02-04 16:12:00,T-44C,160851,Aircraft,1.9,0.3,1.6,,,1.0,,,,,,,,,,,,C1144Z4,,INSTRUCTOR,1,,0.3,1.9,,1D2,,I4202-A O BRINKERHOFF,1,1,,,,,,16:12,,1.9,
2019-02-05 17:45:00,T-44C,160970,Aircraft,1.8,,1.8,,,,,,,,,,,,,,,C11456I,,INSTRUCTOR,1,,,1.8,,1D2,,I4101-C J FENNELL,,,,,,,,17:45,,1.8,
2019-02-06 18:45:00,T-44C,160854,Aircraft,2.2,0.3,1.9,,,1.0,,,,,,,,,,,,C1145DL,,INSTRUCTOR,1,0.1,0.3,2.2,,1D2,,I4202-G S BRADLEY,1,1,,,2,,,18:45,,2.2,
2019-02-06 21:45:00,T-44C,160854,Aircraft,2.2,0.3,1.9,,,1.0,,,,,,,,,,,,C1145DP,,INSTRUCTOR,1,2.2,0.3,2.2,,1D2,,I4203-G S BRADLEY,,,,1,,2,,21:45,,2.2,
2019-02-07 18:00:00,T-44C,160986,Aircraft,1.8,0.3,1.5,,,,,,,,,,,,,,,C1145KV,,INSTRUCTOR,1,,0.3,1.8,,1D2,,I4101-R J REYNOLDS,1,2,,,,,,18:00,,1.8,
2019-02-07 21:15:00,T-44C,160986,Aircraft,2.3,,2.3,,,,,,,,,,,,,,,C1145KX,,INSTRUCTOR,1,,,2.3,,1D2,,I4102-R J REYNOLDS,,,,,,,,21:15,,2.3,
2019-02-08 15:06:00,T-44C,161070,Aircraft,2.1,0.3,1.8,,,0.5,,,,,,,,,,,,C1145PX,,INSTRUCTOR,1,,0.3,2.1,,1D2,,I4203-E R MAYNARD,1,1,,,,,,15:06,,2.1,
2019-02-08 18:15:00,T-44C,161070,Aircraft,2.1,0.3,1.8,,,0.5,,,,,,,,,,,,C1145PY,,INSTRUCTOR,1,,0.3,2.1,,1D2,,I4204-E R MAYNARD,,,1,,,,1,18:15,,2.1,
2019-02-09 12:45:00,T-44C,160969,Aircraft,3.8,,3.8,,,1.0,,,,,,,,,,,,C1145ZF,,INSTRUCTOR,1,,,3.8,,1D2,,I4301-E I MORALES,,,,,,,,12:45,,3.8,
2019-02-09 17:30:00,T-44C,160969,Aircraft,4.4,1.0,3.4,,,2.0,,,,,,,,,,,,C1145ZH,,INSTRUCTOR,2,0.8,0.3,4.4,,1D2,,I4302-E I MORALES,,1,,1,,,,17:30,,4.4,
2019-02-11 15:12:00,T-44C,160969,Aircraft,4.2,,4.2,,,,,,,,,,,,,,,C1145ZI,,INSTRUCTOR,1,,,4.2,,1D2,,I4303-E I MORALES,,,,,,,,15:12,,4.2,
2019-02-11 20:12:00,T-44C,160969,Aircraft,4.0,0.3,3.7,,,2.0,,,,,,,,,,,,C1145ZJ,,INSTRUCTOR,1,1.5,,4.0,,1D2,,I4304-E I MORALES,,,,1,,2,,20:12,,4.0,
2019-02-12 13:54:00,T-44C,161077,Aircraft,1.6,0.8,0.8,,,,,,,,,,,,,,,C114644,,COPILOT,1,,0.3,,,1F2,,I.F.R. Prof-F Bien-Aime,2,,1,,,,,13:54,,,1.6
2019-02-19 17:30:00,T-44C,160845,Aircraft,2.5,0.3,2.2,,,2.0,,,,,,,,,,,,C114755,,INSTRUCTOR,1,,,2.5,,1D2,,I4203-L ROBERTET,,,,,3,2,,17:30,,2.5,
2019-02-19 20:15:00,T-44C,160845,Aircraft,1.8,0.6,1.2,,,1.5,,,,,,,,,,,,C114757,,INSTRUCTOR,1,1.5,,1.8,,1D2,,I4204-L ROBERTET,,,,1,2,1,,20:15,,1.8,
2019-02-20 12:30:00,T-44C,161068,Aircraft,1.0,0.1,0.9,,,,,,,,,,,,,,,C11478F,,COPILOT,1,,,,,1F2,,I.F.R. Prof-S A LOTT,,,,,,,,12:30,,,1.0
2019-02-26 16:50:00,T-44C,160983,Aircraft,2.0,0.3,1.7,,,1.5,,,,,,,,,,,,C11484N,,INSTRUCTOR,1,,,2.0,,1D2,,I4202-R J BAILEY,,,,,4,,,16:50,,2.0,
2019-02-28 20:30:00,T-44C,160848,Aircraft,4.0,0.6,3.4,,,2.5,,,,,,,,,,,,C1148JU,,INSTRUCTOR,1,2.0,0.3,4.0,,1D2,,"I4203-N C TURNER, I4103-C R PIEHL",1,1,,1,1,2,,20:30,,4.0,
2019-03-05 15:00:00,T-44C,160855,Aircraft,1.8,,1.8,,,,,,,,,,,,,,,C11492F,,INSTRUCTOR,1,,,1.8,,1D2,,"I4402-B J MONACO, P M Loumand",,,,,,,,15:00,,1.8,
2019-03-05 21:45:00,T-44C,160855,Aircraft,2.0,0.3,1.7,,,,,,,,,,,,,,,C11492G,,INSTRUCTOR,1,2.0,,2.0,,1H2,,"I4401-B J MONACO, P M Loumand",,,,,,,,21:45,,2.0,
2019-03-11 17:00:00,T-44C,160847,Aircraft,0.8,0.5,0.3,,,,,,,,,,,,,,,C1149RI,,COPILOT,1,,0.3,,,1 E2,,BACK IN THE SADDLE-J M RYAN,3,,1,,,,,17:00,,,0.8
2019-03-13 11:00:00,T-44C,161058,Aircraft,3.0,0.3,2.7,,,,,,,,,,,,,,,C114A9L,,INSTRUCTOR,1,,0.3,3.0,,1D2,,"I4301-G N Harris, N J STERN",1,,1,,,,,11:00,,3.0,
2019-03-13 16:36:00,T-44C,161058,Aircraft,3.9,0.3,3.6,,,0.5,,,,,,,,,,,,C114A9M,,INSTRUCTOR,1,,0.3,3.9,,1D2,,I4302-N J STERN,,,,,,,,16:36,,3.9,
2019-03-14 15:45:00,T-44C,161058,Aircraft,3.8,0.3,3.5,,,1.0,,,,,,,,,,,,C114A9N,,INSTRUCTOR,1,,0.3,3.8,,1D2,,I4303-N J STERN,,,,,,,,15:45,,3.8,
2019-03-14 22:10:00,T-44C,161058,Aircraft,3.9,0.3,3.6,,,,,,,,,,,,,,,C114A9P,,INSTRUCTOR,1,2.2,0.3,3.9,,1D2,,I4304-N J STERN,,1,,1,,,,22:10,,3.9,
2019-03-20 21:45:00,T-44C,161079,Aircraft,3.8,0.6,3.2,,,,,,,,,,,,,,,C114B2N,,INSTRUCTOR,1,1.7,0.6,3.8,,1D2,,"I4403-N J STERN, I4402-J S KECK",1,1,1,1,,,,21:45,,3.8,
2019-03-25 18:20:00,T-44C,161071,Aircraft,2.1,0.3,1.8,,,1.0,,,,,,,,,,,,C114BPV,,INSTRUCTOR,1,,0.3,2.1,,1H2,,I4401-W C MARTIN,,,1,,,,,18:20,,2.1,
2019-03-26 15:45:00,T-44C,161072,Aircraft,1.5,0.7,0.8,,,,,,,,,,,,,,,C114BWK,,COPILOT,1,,0.3,,,1F2,,I.F.R. Prof-M A MARRERO,5,,,,,,,15:45,,,1.5
2019-03-27 16:30:00,T-44C,160846,Aircraft,1.8,0.9,0.9,,,,,,,,,,,,,,,C114C5C,,COPILOT,1,,0.6,,,1F2,,I.F.R. Prof-J H BROTEN,6,2,,,,,,16:30,,,1.8
2019-03-28 12:43:00,T-44C OFT,201604,Aircraft,1.5,,1.5,,,,,,,,,,,,,,,C114CAV,,INSTRUCTOR,1,,,1.5,,1B1,,C3201-M S Schwakoff,,,,,,,,12:43,,1.5,
2019-04-01 17:00:00,T-44C,160974,Aircraft,1.5,0.7,0.8,,,,,,,,,,,,,,,C114CX2,,COPILOT,1,,0.3,,,1F2,,I.F.R. Prof-J M RYAN,2,1,,,,,,17:00,,,1.5
2019-04-02 17:15:00,T-44C,160984,Aircraft,1.8,0.9,0.9,,,,,,,,,,,,,,,C114D4Z,,COPILOT,1,,0.3,,,1F2,,I.F.R. Prof-J M RYAN,10,1,,,,,,17:15,,,1.8
2019-04-03 22:03:00,T-44C,160855,Aircraft,4.0,0.6,3.4,,,2.0,,,,,,,,,,,,C114DEK,,INSTRUCTOR,1,1.9,0.6,4.0,,1D2,,"I4402-J D CASS, L J STROMBACK",1,1,,1,,3,,22:03,,4.0,
2019-04-04 22:36:00,T-44C,160855,Aircraft,4.0,0.6,3.4,,,1.5,,,,,,,,,,,,C114DLR,,INSTRUCTOR,1,2.5,0.6,4.0,,1D2,,"I4103-B K DESQUE, I4103-B M BAKER",,1,1,,2,,,22:36,,4.0,
2019-04-05 13:45:00,T-44C,161071,Aircraft,1.5,0.7,0.8,,,1.0,,,,,,,,,,,,C114DOQ,,COPILOT,1,,0.5,,,1F2,,I.F.R. Prof-J H BROTEN,,,,,1,,,13:45,,,1.5
2019-04-08 19:30:00,T-44C,161079,Aircraft,2.0,0.3,1.7,,,,,,,,,,,,,,,C114E53,,INSTRUCTOR,1,,0.3,2.0,,1D2,,I4101-C M COWEN,1,,1,,,,,19:30,,2.0,
2019-04-08 22:30:00,T-44C,161079,Aircraft,2.0,0.3,1.7,,,,,,,,,,,,,,,C114E55,,INSTRUCTOR,2,2.0,,2.0,,1D2,,I4102-C M COWEN,,,,,,,,22:30,,2.0,
2019-04-09 18:45:00,T-44C,161076,Aircraft,2.1,0.3,1.8,,,,,,,,,,,,,,,C114EBY,,INSTRUCTOR,1,,0.3,2.1,,1H2,,I4201-Z W WEEKS,1,1,,,,,,18:45,,2.1,
2019-04-09 21:50:00,T-44C,161076,Aircraft,2.1,0.3,1.8,,,,,,,,,,,,,,,C114EBW,,INSTRUCTOR,1,1.6,0.3,2.1,,1H2,,I4202-Z W WEEKS,,,1,1,,,,21:50,,2.1,
2019-04-10 14:50:00,T-44C,161075,Aircraft,2.1,0.3,1.8,,,,,,,,,,,,,,,C114EHS,,INSTRUCTOR,1,,0.3,2.1,,1H2,,I4203-T G MECHAM,1,,1,,,,,14:50,,2.1,
2019-04-10 18:45:00,T-44C,161075,Aircraft,2.0,0.3,1.7,,,,,,,,,,,,,,,C114EHU,,INSTRUCTOR,1,,0.3,2.0,,1H2,,I4204-T G MECHAM,1,,1,,,,,18:45,,2.0,
2019-04-12 16:00:00,T-44C OFT,201601,Aircraft,1.5,1.5,,,,,,,,,,,,,,,,C114ERM,,INSTRUCTOR,1,,,1.5,,1B1,,C3101-R P Broderick,,,,,,,,16:00,,1.5,
2019-04-15 14:20:00,T-44C,160983,Aircraft,1.8,1.4,0.4,,,,,,,,,,,,,,,C114EVO,,INSTRUCTOR,1,,,1.8,,1B1,,C4401-R P Broderick,7,,,,,,,14:20,,1.8,
2019-04-16 11:00:00,T-44C,161069,Aircraft,2.3,1.5,0.8,,,,,,,,,,,,,,,C114F0E,,COPILOT,1,,,,,1B1,,"C4402-J W Gardner, I.F.R. Prof-J W Gardner",12,,,,,,,11:00,,,2.3
2019-04-17 22:45:00,T-44C,160851,Aircraft,1.0,0.5,0.5,,2.0,0.2,,,,,,,,,,,,C114FD0,,INSTRUCTOR,1,1.0,,1.0,,1D1,,"C4501-M P Kelly, C4403-E T BELL",,,,8,,,,22:45,,1.0,
2019-04-18 16:20:00,T-44C,160842,Aircraft,1.3,1.0,0.3,,,,,,,,,,,,,,,C114FI2,,INSTRUCTOR,1,,,1.3,,2L5,,C4590-J M Tate,8,,,,,,,16:20,,1.3,
2019-04-24 13:15:00,T-44C,161079,Aircraft,3.0,0.5,2.5,,,0.5,,,,,,,,,,,,C114GBP,,INSTRUCTOR,1,,,3.0,,1H1,,"C4204-E J SCHMID, C4204-S C BARRY",4,,,,,,,13:15,,3.0,
2019-04-25 12:30:00,T-44C,160969,Aircraft,3.0,0.4,2.6,,,,,,,,,,,,,,,C114GI5,,INSTRUCTOR,1,,,3.0,,1D1,,"C4203-B M ALDRED, C4203-M D MAGARIAN",4,,,,,,,12:30,,3.0,
2019-04-26 13:33:00,T-44C,160972,Aircraft,4.0,0.5,3.5,,,1.0,,,,,,,,,,,,C114GVK,,INSTRUCTOR,1,,0.3,4.0,,1D2,,I4301-B M BAKER,1,1,,,,,,13:33,,4.0,
2019-04-26 19:00:00,T-44C,160972,Aircraft,4.0,1.0,3.0,,,1.0,,,,,,,,,,,,C114GVL,,INSTRUCTOR,1,,0.3,4.0,,1D2,,I4302-B M BAKER,,,,,,,,19:00,,4.0,
2019-04-28 13:00:00,T-44C,160972,Aircraft,4.0,1.0,3.0,,,1.0,,,,,,,,,,,,C114GVN,,INSTRUCTOR,1,,,4.0,,1D2,,I4303-B M BAKER,,,,,,,,13:00,,4.0,
2019-04-28 18:00:00,T-44C,160972,Aircraft,4.0,1.0,3.0,,,1.0,,,,,,,,,,,,C114GVM,,INSTRUCTOR,1,,0.3,4.0,,1D2,,I4304-B M BAKER,1,1,,,,,,18:00,,4.0,
2019-04-29 22:00:00,T-44C,160970,Aircraft,1.8,0.7,1.1,,,0.3,,,,,,,,,,,,C114H48,,INSTRUCTOR,1,1.8,0.6,1.8,,1D1,,C4502-M G KRAFT,,,,3,1,1,,22:00,,1.8,
2019-05-01 14:25:00,T-44C,161075,Aircraft,3.2,0.6,2.6,,,0.6,,,,,,,,,,,,C114HFC,,INSTRUCTOR,1,,0.3,3.2,,1D1,,"C4203-E J KIPP, S H SMITH",4,,,,,,,14:25,,3.2,
2019-05-02 09:50:00,T-44C,160974,Aircraft,1.8,0.3,1.5,,,,,,,,,,,,,,,C114HKC,,INSTRUCTOR,1,,0.1,1.8,,1D1,,C4203-J G PUGH,1,,,,,,,09:50,,1.8,
2019-05-07 09:10:00,T-44C OFT,201604,Aircraft,1.5,1.5,,,,,,,,,,,,,,,,C114I4A,,INSTRUCTOR,1,,,1.5,,1B1,,C3201-Z W WEEKS,5,,,,,,,09:10,,1.5,
2019-05-08 13:00:00,T-44C,160851,Aircraft,4.3,0.6,3.7,,,,,,,,,,,,,,,C114IDB,,INSTRUCTOR,1,,,4.3,,1D1,,"C4101-A H SMITH, C4101-N L BITCON",5,,,,,,,13:00,,4.3,
2019-05-09 19:15:00,T-44C,160982,Aircraft,4.0,0.6,3.4,,,0.5,,,,,,,,,,,,C114IM8,,INSTRUCTOR,1,,0.3,4.0,,1D1,,"C4102-A H SMITH, C4102-N L BITCON",5,,1,,,1,,19:15,,4.0,
2019-05-14 18:30:00,T-44C,161079,Aircraft,4.0,0.4,3.6,,,,,,,,,,,,,,,C114J5W,,INSTRUCTOR,1,,,4.0,,1D1,,"C4103-A H SMITH, C4103-N L BITCON",4,,,,,,,18:30,,4.0,
2019-05-15 15:45:00,T-44C,160851,Aircraft,4.0,0.4,3.6,,,,,,,,,,,,,,,C114JBT,,INSTRUCTOR,1,,,4.0,,1D1,,"C4104-A H SMITH, C4104-N L BITCON",4,,,,,,,15:45,,4.0,
2019-05-16 12:59:00,T-44C OFT,201601,Aircraft,3.0,,3.0,,,,,,,,,,,,,,,C114JGX,,INSTRUCTOR,1,,,3.0,,1D1,,"C3201-A H SMITH, C3201-N L BITCON",,,,,,,,12:59,,3.0,
2019-05-17 16:15:00,T-44C,160971,Aircraft,4.3,0.5,3.8,,,,,,,,,,,,,,,C114JOB,,INSTRUCTOR,1,,,4.3,,1D1,,"C4201-A H SMITH, C4201-N L BITCON",6,,,,,,,16:15,,4.3,
2019-05-20 13:00:00,T-44C,161062,Aircraft,4.3,0.6,3.7,,,,,,,,,,,,,,,C114JUY,,INSTRUCTOR,1,,,4.3,,1D1,,"C4202-A H SMITH, C4202-N L BITCON",3,,,,,,,13:00,,4.3,
2019-05-21 11:00:00,T-44C,160843,Aircraft,1.7,0.3,1.4,,,0.3,,,,,,,,,,,,C114K0N,,INSTRUCTOR,3,,0.3,1.7,,1D1,,C4206-E D HENRICH,4,,,,,,,11:00,,1.7,
2019-05-22 11:20:00,T-44C,160851,Aircraft,3.0,0.4,2.6,,,,,,,,,,,,,,,C114K5J,,INSTRUCTOR,1,,,3.0,,1D1,,"C4204-D K MORGAN, C4204-E A WRAY",4,,,,,,,11:20,,3.0,
2019-05-23 12:00:00,T-44C,161077,Aircraft,1.8,0.3,1.5,,,0.5,,,,,,,,,,,,C114KDR,,INSTRUCTOR,1,,0.3,1.8,,2L3,,I4590-J L HAASE,,,,,,,,12:00,,1.8,
2019-05-29 19:20:00,T-44C,161068,Aircraft,1.5,0.7,0.8,,,0.2,,,,,,,,,,,,C114L34,,INSTRUCTOR,1,,0.3,1.5,,1F2,,I.F.R. Prof-M A MARRERO,6,1,,,,,,19:20,,1.5,
2019-06-04 22:30:00,T-44C,160974,Aircraft,4.0,0.6,3.4,,,1.0,,,,,,,,,,,,C114LUQ,,INSTRUCTOR,1,2.0,0.6,4.0,,1D2,,"I4104-E J SCHMID, I4104-S PARK",,1,1,,,,,22:30,,4.0,
2019-06-05 18:25:00,T-44C,161072,Aircraft,4.0,0.6,3.4,,,,,,,,,,,,,,,C114LYD,,INSTRUCTOR,1,,,4.0,,1D1,,"C4101-C O GRAHAM, C4101-E G MYERS",5,,,,,,,18:25,,4.0,
2019-06-06 18:06:00,T-44C,160853,Aircraft,4.0,0.4,3.6,,,,,,,,,,,,,,,C114M4R,,INSTRUCTOR,1,,,4.0,,1D1,,"C4102-C O GRAHAM, C4102-E G MYERS",4,,,,,,,18:06,,4.0,
2019-06-07 16:45:00,T-44C,161076,Aircraft,2.7,0.2,2.5,,,,,,,,,,,,,,,C114M8F,,INSTRUCTOR,1,,,2.7,,1D1,,"C4103-C O GRAHAM, C4103-E G MYERS",3,,,,,,,16:45,,2.7,
2019-06-10 15:30:00,T-44C,160985,Aircraft,1.1,0.3,0.8,,,,,,,,,,,,,,,C114MHT,,INSTRUCTOR,2,,,1.1,,1 E2,,BACK IN THE SADDLE-J J Hill,,,,,,,,15:30,,1.1,
2019-06-10 18:00:00,T-44C,160985,Aircraft,1.2,0.2,1.0,,,,,,,,,,,,,,,C114MHV,,INSTRUCTOR,1,,,1.2,,1D1,,"C4103-C O GRAHAM, E G MYERS",3,,,,,,,18:00,,1.2,
2019-06-13 12:15:00,T-44C,161062,Aircraft,4.0,0.4,3.6,,,,,,,,,,,,,,,C114MY7,,INSTRUCTOR,1,,,4.0,,1D1,,"C4104-C O GRAHAM, C4104-E G MYERS",3,,,,,,,12:15,,4.0,
2019-06-17 16:15:00,T-44C,160850,Aircraft,3.0,0.4,2.6,,,,,,,,,,,,,,,C114NG5,,INSTRUCTOR,1,,,3.0,,1D1,,"C4205-R F KESSLER, C4204-D P HEYE",2,,,,,,,16:15,,3.0,
2019-06-19 15:36:00,T-44C,160852,Aircraft,4.0,0.4,3.6,,,,,,,,,,,,,,,C114NT5,,INSTRUCTOR,1,,,4.0,,1D1,,"C4201-C O GRAHAM, C4201-E G MYERS",6,,,,,,,15:36,,4.0,
2019-06-20 15:00:00,T-44C,161077,Aircraft,4.0,0.4,3.6,,,,,,,,,,,,,,,C114NZO,,INSTRUCTOR,1,,,4.0,,1D1,,"C4202-C O GRAHAM, C4202-E G MYERS",4,,,,,,,15:00,,4.0,
2019-06-26 14:45:00,T-44C,160855,Aircraft,1.5,0.2,1.3,,,,,,,,,,,,,,,C114OOE,,INSTRUCTOR,1,,,1.5,,1D1,,"C4203-D M LEE, C4203-V S ERICKSON",,,,,,,,14:45,,1.5,
2019-07-01 21:00:00,T-44C,161073,Aircraft,1.5,0.3,1.2,,,,,,,,,,,,,,,C114PBA,,INSTRUCTOR,1,1.5,0.3,1.5,,1D1,,C4501-D P HEYE,,1,,2,,,,21:00,,1.5,
2019-07-01 23:00:00,T-44C,161073,Aircraft,1.5,0.3,1.2,,,,,,,,,,,,,,,C114PBC,,INSTRUCTOR,1,1.5,0.3,1.5,,1D1,,C4502-D P HEYE,,,1,1,,,,23:00,,1.5,
2019-07-02 15:30:00,T-44C,160969,Aircraft,2.5,2.4,0.1,,,,,,,,,,,,,,,C114PF0,,COPILOT,1,,,,,1B1,,N4101-C J Davis,2,,,,,,,15:30,,,2.5
2019-07-16 18:00:00,T-44C,161072,Aircraft,1.3,,1.3,,,,,,,,,,,,,,,C114R5J,,COPILOT,1,,,,,1B1,,N4102-C J Davis,,,,,,,,18:00,,,1.3
2019-07-17 15:50:00,T-44C OFT,201604,Aircraft,1.7,1.7,,,,,,,,,,,,,,,,C114RBO,,COPILOT,1,,,,,1D2,,"I3390-S T Neas, F3101-A C NWOKIKE",,,,,,,,15:50,,,1.7
2019-07-17 18:36:00,T-44C,160843,Aircraft,2.8,2.5,0.3,,,,,,,,,,,,,,,C114RCM,,COPILOT,1,,,,,1B1,,T4101-A D STANFIELD,1,,,,,,,18:36,,,2.8
2019-07-19 15:15:00,T-44C,160853,Aircraft,2.0,0.3,1.7,,,,,,,,,,,,,,,C114RRN,,INSTRUCTOR,1,,0.3,2.0,,1D2,,I4202-C I ORTEGA,1,1,,,,,,15:15,,2.0,
2019-07-19 19:10:00,T-44C,160853,Aircraft,2.2,0.3,1.9,,,,,,,,,,,,,,,C114RRO,,INSTRUCTOR,1,,0.3,2.2,,1D2,,I4203-C I ORTEGA,,,,,,,,19:10,,2.2,
2019-07-22 19:00:00,T-44C,160978,Aircraft,2.0,0.3,1.7,,,,,,,,,,,,,,,C114S2B,,INSTRUCTOR,1,,0.3,2.0,,1D2,,I4103-S S DOUGLAS,1,1,,,,,,19:00,,2.0,
2019-07-22 22:30:00,T-44C,160978,Aircraft,2.0,0.3,1.7,,,,,,,,,,,,,,,C114S2E,,INSTRUCTOR,1,2.0,0.3,2.0,,1D2,,I4104-S S DOUGLAS,,1,,1,,,,22:30,,2.0,
2019-07-24 22:30:00,T-44C,160979,Aircraft,3.0,0.8,2.2,,,,,,,,,,,,,,,C114SFT,,INSTRUCTOR,1,3.0,0.6,3.0,,1D1,,"C4502-C C BRENNAN, C4501-B C MCGEE",,1,1,2,,,,22:30,,3.0,
2019-07-26 12:15:00,T-44C,160979,Aircraft,4.3,1.0,3.3,,,,,,,,,,,,,,,C114SXS,,INSTRUCTOR,1,,0.5,4.3,,1D2,,I4301-J C SMITH,,,,,,,,12:15,,4.3,
2019-07-26 18:00:00,T-44C,160979,Aircraft,4.3,1.0,3.3,,,,,,,,,,,,,,,C114SXU,,INSTRUCTOR,1,,,4.3,,1D2,,I4302-J C SMITH,,,,,,,,18:00,,4.3,
2019-07-28 12:45:00,T-44C,160979,Aircraft,3.8,0.5,3.3,,,,,,,,,,,,,,,C114SXW,,INSTRUCTOR,1,,,3.8,,1D2,,I4303-J C SMITH,,,,,,,,12:45,,3.8,
2019-07-28 18:00:00,T-44C,160979,Aircraft,3.8,1.0,2.8,,,,,,,,,,,,,,,C114SXX,,INSTRUCTOR,1,,0.3,3.8,,1D2,,I4304-J C SMITH,1,1,,,,,,18:00,,3.8,
2019-07-31 14:47:00,T-44C OFT,201601,Aircraft,3.0,0.4,2.6,,,,,,,,,,,,,,,C114TI9,,INSTRUCTOR,1,,0.4,3.0,,1D2,,"I3390-M R MATSKO, I3390-Z T DAVIS",,,,,,,,14:47,,3.0,
2019-08-05 14:30:00,T-44C,160979,Aircraft,4.0,0.4,3.6,,,,,,,,,,,,,,,C114U4O,,INSTRUCTOR,1,,,4.0,,1D1,,"C4101-I V BECKER, C4101-L S WELLS",4,,,,,,,14:30,,4.0,
2019-08-06 12:10:00,T-44C,160844,Aircraft,4.0,0.4,3.6,,,,,,,,,,,,,,,C114U9Z,,INSTRUCTOR,1,,,4.0,,1D1,,"C4102-I V BECKER, C4102-L S WELLS",4,,,,,,,12:10,,4.0,
2019-08-07 15:05:00,T-44C,160985,Aircraft,4.0,0.4,3.6,,,,,,,,,,,,,,,C114UJC,,INSTRUCTOR,1,,,4.0,,1D1,,"C4103-I V BECKER, C4103-L S WELLS",4,,,,,,,15:05,,4.0,
2019-08-08 12:06:00,T-44C,161071,Aircraft,4.0,0.4,3.6,,,,,,,,,,,,,,,C114UOU,,INSTRUCTOR,1,,,4.0,,1D1,,"C4104-I V BECKER, C4104-L S WELLS",4,,,,,,,12:06,,4.0,
2019-08-09 15:59:00,T-44C OFT,201603,Aircraft,0.4,,0.4,,,,,,,,,,,,,,,C114UZA,,INSTRUCTOR,1,,,0.4,,1D1,,"C3201-I V BECKER, C3201-L S WELLS",,,,,,,,15:59,,0.4,
2019-08-12 12:50:00,T-44C,160844,Aircraft,4.0,0.4,3.6,,,,,,,,,,,,,,,C114V76,,INSTRUCTOR,1,,,4.0,,1D1,,"C4201-I V BECKER, C4201-L S WELLS",4,,,,,,,12:50,,4.0,
2019-08-13 12:30:00,T-44C,160984,Aircraft,2.5,2.0,0.5,,,,,,,,,,,,,,,C114VEB,,COPILOT,1,,,,,1B1,,T4102-C J Davis,1,,,,,,,12:30,,,2.5
2019-08-15 20:28:00,T-44C,160971,Aircraft,4.0,0.6,3.4,,,,,,,,,,,,,,,C114VW0,,INSTRUCTOR,1,0.5,0.3,4.0,,1D2,,"I4101-A J KITTEL, I4101-C C BRENNAN",2,1,1,,,,,20:28,,4.0,
2019-08-19 13:15:00,T-44C,161066,Aircraft,4.0,0.6,3.4,,,,,,,,,,,,,,,C114WA4,,INSTRUCTOR,1,,0.3,4.0,,2L3,,"I4590-M A BEHNE, K J RICHARDS",1,,1,,,,,13:15,,4.0,
2019-08-21 18:45:00,T-44C,160856,Aircraft,3.0,0.4,2.6,,,,,,,,,,,,,,,C114WRU,,INSTRUCTOR,1,,,3.0,,1D1,,"C4204-L S WELLS, C4203-J ESCI",4,,,,,,,18:45,,3.0,
2019-08-22 14:45:00,T-44C,160979,Aircraft,3.0,0.4,2.6,,,,,,,,,,,,,,,C114WXE,,INSTRUCTOR,1,,,3.0,,1D1,,"C4204-M A LAWRENCE, K M MEDLIN",4,,,,,,,14:45,,3.0,
2019-08-26 18:00:00,T-44C,161079,Aircraft,3.3,0.3,3.0,,,,,,,,,,,,,,,C114XHD,,INSTRUCTOR,1,,,3.3,,2L3,,"I4590-M A LAWRENCE, C4206-J M WENGLER",3,,,,,,,18:00,,3.3,
2019-08-28 15:50:00,T-44C,160974,Aircraft,4.2,0.6,3.6,,,,,,,,,,,,,,,C114XVC,,INSTRUCTOR,1,,0.6,4.2,,1D2,,"I4403-K R RATCLIFF, I4402-D M LEE",2,1,1,,,,,15:50,,4.2,
2019-09-04 13:15:00,T-44C,161079,Aircraft,2.8,0.8,2.0,,,,,,,,,,,,,,,C114YLS,,COPILOT,1,,,,,2L5,,T4290-C J Davis,,,,,,,,13:15,,,2.8
2019-09-05 19:00:00,T-44C,161065,Aircraft,2.0,0.3,1.7,,,,,,,,,,,,,,,C114YUI,,INSTRUCTOR,1,,0.3,2.0,,1D2,,I4201-A J KITTEL,1,1,,,,,,19:00,,2.0,
