Date,Model,Device,Type,TPT,FPT,CPT,ACMDR,SCT,AIT,SIM,NIGHT,HLL,LLL,P,6.0,F,1,2.0,A,B,Record,T&R,Role,Sorties,NT,SIT,IPT,NVG,Mission Code,CAT/JATO,Remarks,DayLdg,NPS,PS,NightLdg,NPA,PA,ShipArrest,Time,Approaches,PIC,SIC
2014-08-26 00:00:00,KC-130J,166763,Aircraft,8.0,4.0,4.0,,,,0.5,2.0,,,,,,,,,,GL31367,2162,COPILOT,1,,,,,,,,,,,,,,,,,,8.0
2014-08-27 00:00:00,KC-130J,166763,Aircraft,5.2,2.6,2.6,,,,0.5,2.5,,,,,1.0,,,,1.0,GL3136H,"2162, 2300",COPILOT,1,,,,,,,,,,,,,,,,,,5.2
2014-08-31 00:00:00,KC-130J,165957,Aircraft,5.5,2.7,2.8,,,1.0,,0.8,,,,1.0,1.0,,,,,GL31376,2162,COPILOT,1,,,,,,,,,,,,,,,,,,5.5
2014-09-01 00:00:00,KC-130J,165957,Aircraft,7.1,3.5,3.6,,,,,,,,,,,,,,,GL31379,2162,COPILOT,1,,,,,,,,,,,,,,,,,,7.1
2014-09-02 00:00:00,KC-130J,165957,Aircraft,7.9,3.9,4.0,,2.0,3.0,0.3,1.0,,,,,1.0,,,1.0,,GL3137F,2162,COPILOT,1,,,,,,,,,,,,,,,,,,7.9
2014-09-08 00:00:00,KC-130J,166763,Aircraft,,,,,2.0,,,,,,,,,,,,,GL31388,,OTHER,1,,,,,,,,,,,,,,,,,,
2014-09-09 00:00:00,KC-130J,165957,Aircraft,6.4,3.2,3.2,,,,,4.0,,,,,1.0,,,,,GL3138M,2162,COPILOT,1,,,,,,,,,,,,,,,,,,6.4
2014-09-09 00:00:00,KC-130J,166763,Aircraft,5.0,2.5,2.5,,,2.0,0.3,,,,,1.0,,,,1.0,,GL3138L,2162,COPILOT,1,,,,,,,,,,,,,,,,,,5.0
2014-09-11 00:00:00,KC-130J,165957,Aircraft,10.3,5.1,5.2,,,4.0,,4.0,,,,,,,,,,GL3138T,2162,COPILOT,1,,,,,,,,,,,,,,,,,,10.3
2014-09-15 00:00:00,KC-130J,2F199-3,Simulator,3.0,1.5,1.5,,,,0.3,,,,,1.0,,,,,1.0,58606226,"6120, 6112",COPILOT,1,,,,,,,,,,,,,,,,,,3.0
2014-09-16 00:00:00,KC-130J,2F199-3,Simulator,4.0,2.0,2.0,,,,0.6,,,,,1.0,,,,,2.0,3a9a3913,"6120, 6113",COPILOT,1,,,,,,,,,,,,,,,,,,4.0
2014-09-17 00:00:00,KC-130J,2F199-3,Simulator,4.0,2.0,2.0,,,,0.6,,,,,1.0,,,,,2.0,8900f66b,"6114, 6120",COPILOT,1,,,,,,,,,,,,,,,,,,4.0
2014-09-18 00:00:00,KC-130J,2F199-3,Simulator,4.0,2.0,2.0,,,,0.6,,,,,1.0,,,,1.0,1.0,aeab7ed8,"6115, 6120",COPILOT,1,,,,,,,,,,,,,,,,,,4.0
2014-09-19 00:00:00,KC-130J,Baseline,Simulator,2.0,1.0,1.0,2.0,,,1.0,,,,,1.0,,,,1.0,,f7cb7bcb,,ACFT_CMDR,1,,,,,,,,,,,,,,,,,2.0,
2014-10-09 00:00:00,KC-130J,168074,Aircraft,5.3,2.6,2.7,,,2.9,,,,,,,,,,,,GL313DK,,COPILOT,1,,,,,,,,,,,,,,,,,,5.3
2014-10-13 00:00:00,KC-130J,168074,Aircraft,9.0,4.5,4.5,,,5.0,,6.1,,,,1.0,,,1.0,,,GL313DY,2162,COPILOT,1,,,,,,,,,,,,,,,,,,9.0
2014-10-14 00:00:00,KC-130J,168074,Aircraft,3.2,1.6,1.6,,,2.0,0.3,1.0,,,,,1.0,,,,1.0,GL313E1,2162,COPILOT,1,,,,,,,,,,,,,,,,,,3.2
2014-10-15 00:00:00,KC-130J,168074,Aircraft,5.1,2.5,2.6,,,3.0,,1.5,,,,1.0,1.0,1.0,,,,GL313E7,,COPILOT,1,,,,,,,,,,,,,,,,,,5.1
2014-10-17 00:00:00,KC-130J,167923,Aircraft,5.3,2.6,2.7,,,,2.0,1.5,,,,7.0,1.0,,,2.0,3.0,GL313EQ,6120,COPILOT,1,,,,,,,,,,,,,,,,,,5.3
2014-10-21 00:00:00,KC-130J,168074,Aircraft,3.9,2.1,1.8,,0.9,3.1,,0.6,,,,,3.0,1.0,2.0,,,GL313F3,6120,COPILOT,1,,,,,,,,,,,,,,,,,,3.9
2014-10-24 00:00:00,KC-130J,168074,Aircraft,2.8,1.7,1.1,,2.6,1.7,,1.0,,,,1.0,,,,,,GL313FR,,COPILOT,1,,,,,,,,,,,,,,,,,,2.8
2014-10-25 00:00:00,KC-130J,168074,Aircraft,3.2,1.6,1.6,,,1.0,0.5,0.7,,,,,1.0,,,1.0,,GL313GO,6117,COPILOT,1,,,,,,,,,,,,,,,,,,3.2
2014-10-26 00:00:00,KC-130J,168074,Aircraft,4.1,2.8,1.3,,,,,1.5,,,,,,,,,,GL313FK,2162,COPILOT,1,,,,,,,,,,,,,,,,,,4.1
2014-10-28 00:00:00,KC-130J,168074,Aircraft,6.1,3.1,3.0,,6.1,3.0,0.5,6.0,,,,,1.0,,,1.0,,GL313FU,2162,COPILOT,1,,,,,,,,,,,,,,,,,,6.1
2014-10-29 00:00:00,KC-130J,168074,Aircraft,1.2,0.7,0.5,,,0.3,0.6,1.0,,,,,1.0,,,1.0,,GL313FY,,COPILOT,1,,,,,,,,,,,,,,,,,,1.2
2014-11-03 00:00:00,KC-130J,167982,Aircraft,1.6,0.8,0.8,,1.6,1.1,,1.6,1.6,,,,,,,,,GL313GN,"2150, 4710",COPILOT,1,,,,,,,,,,,,,,,,,,1.6
2014-11-04 00:00:00,KC-130J,167982,Aircraft,,,,,2.1,1.5,,,,,,,,,,,,GL313GU,,OTHER,1,,,,,,,,,,,,,,,,,,
2014-11-05 00:00:00,KC-130J,167983,Aircraft,2.5,1.5,1.0,,,,1.5,,,,,9.0,,,,3.0,2.0,GL313GW,6120,COPILOT,1,,,,,,,,,,,,,,,,,,2.5
2014-11-06 00:00:00,KC-130J,167981,Aircraft,1.5,0.9,0.6,,1.5,,0.9,,,,,6.0,,,,2.0,1.0,GL313HG,"6130, 6118, 6120",COPILOT,1,,,,,,,,,,,,,,,,,,1.5
2014-11-07 00:00:00,KC-130J,167927,Aircraft,4.1,2.1,2.0,4.1,,1.5,0.6,,,,,2.0,,,,2.0,,GL313HO,,ACFT_CMDR,1,,,,,,,,,,,,,,,,,4.1,
2014-11-08 00:00:00,KC-130J,167927,Aircraft,8.2,4.1,4.1,8.2,,2.0,0.6,2.0,,,,2.0,,,,1.0,1.0,GL313H0,,ACFT_CMDR,1,,,,,,,,,,,,,,,,,8.2,
2014-11-09 00:00:00,KC-130J,167927,Aircraft,3.6,1.8,1.8,3.6,,1.0,,,,,,,,,,,,GL313H1,,ACFT_CMDR,1,,,,,,,,,,,,,,,,,3.6,
2014-11-10 00:00:00,KC-130J,167927,Aircraft,9.5,4.8,4.7,9.5,,2.0,0.6,3.8,,,,1.0,1.0,,,2.0,,GL313HH,,ACFT_CMDR,1,,,,,,,,,,,,,,,,,9.5,
2014-11-26 00:00:00,KC-130J,167981,Aircraft,7.5,3.8,3.7,7.5,,4.0,0.3,4.0,,,,,1.0,,,1.0,,GL313JG,2162,ACFT_CMDR,1,,,,,,,,,,,,,,,,,7.5,
2014-12-10 00:00:00,KC-130J,168066,Aircraft,2.2,1.1,1.1,2.2,,0.5,0.3,,,,,1.0,,,,1.0,,GL313KB,,ACFT_CMDR,1,,,,,,,,,,,,,,,,,2.2,
2014-12-11 00:00:00,KC-130J,168066,Aircraft,4.4,2.2,2.2,4.4,,0.5,,,,,,,,,,,,GL313KH,2162,ACFT_CMDR,1,,,,,,,,,,,,,,,,,4.4,
2014-12-12 00:00:00,KC-130J,168066,Aircraft,2.8,1.4,1.4,2.8,,0.2,0.3,,,,,1.0,,,,1.0,,GL313KJ,,ACFT_CMDR,1,,,,,,,,,,,,,,,,,2.8,
2014-12-13 00:00:00,KC-130J,168066,Aircraft,3.3,1.7,1.6,3.3,,,,,,,,,,,,,,GL313KO,,ACFT_CMDR,1,,,,,,,,,,,,,,,,,3.3,
2014-12-15 00:00:00,KC-130J,168066,Aircraft,3.3,1.7,1.6,3.3,,,,,,,,1.0,,,,,,GL313KT,,ACFT_CMDR,1,,,,,,,,,,,,,,,,,3.3,
2014-12-16 00:00:00,KC-130J,168066,Aircraft,4.8,2.4,2.4,4.8,,0.3,0.3,,,,,1.0,,1.0,,,,GL313KV,2162,ACFT_CMDR,1,,,,,,,,,,,,,,,,,4.8,
2014-12-17 00:00:00,KC-130J,168066,Aircraft,1.8,0.9,0.9,1.8,,0.5,0.3,,,,,1.0,,,,1.0,,GL313L0,,ACFT_CMDR,1,,,,,,,,,,,,,,,,,1.8,
2014-12-19 00:00:00,KC-130J,167927,Aircraft,4.8,2.4,2.4,,,4.0,,3.8,,,,,,,,,,GL313LI,2162,COPILOT,1,,,,,,,,,,,,,,,,,,4.8
2014-12-19 00:00:00,KC-130J,167927,Aircraft,0.4,0.2,0.2,,,,,,,,,,,,,,,GL313LG,,COPILOT,1,,,,,,,,,,,,,,,,,,0.4
2014-12-20 00:00:00,KC-130J,167927,Aircraft,5.1,2.6,2.5,5.1,,1.0,0.5,1.5,,,,,1.0,,,1.0,,GL313LH,2162,ACFT_CMDR,1,,,,,,,,,,,,,,,,,5.1,
2014-12-21 00:00:00,KC-130J,167927,Aircraft,4.8,2.4,2.4,4.8,,1.0,0.5,1.2,,,,1.0,1.0,,,2.0,,GL313LJ,,ACFT_CMDR,1,,,,,,,,,,,,,,,,,4.8,
2015-01-05 00:00:00,KC-130J,167923,Aircraft,2.3,1.2,1.1,2.3,,,,,,,,,,,,,,GL313M3,,ACFT_CMDR,1,,,,,,,,,,,,,,,,,2.3,
2015-01-29 00:00:00,KC-130J,167923,Aircraft,3.1,1.6,1.5,3.1,,2.0,,,,,,1.0,,,,,,GL313Q9,,ACFT_CMDR,1,,,,,,,,,,,,,,,,,3.1,
2015-02-05 00:00:00,KC-130J,167983,Aircraft,,,,,2.0,,,,,,,,,,,,,GL313R9,,OTHER,1,,,,,,,,,,,,,,,,,,
2015-02-05 00:00:00,KC-130J,Baseline,Simulator,2.0,1.0,1.0,2.0,,,,2.0,0.2,1.8,,,,,,,,f9fb0e52,,ACFT_CMDR,1,,,,,,,,,,,,,,,,,2.0,
2015-02-06 00:00:00,KC-130J,Baseline,Simulator,4.0,2.0,2.0,4.0,,,,2.0,0.2,1.8,4.0,,,,,,,480bfedb,,ACFT_CMDR,1,,,,,,,,,,,,,,,,,4.0,
2015-02-19 00:00:00,KC-130J,167927,Aircraft,4.6,2.3,2.3,4.6,,,0.3,,,,,2.0,,,,,1.0,GL313T8,,ACFT_CMDR,1,,,,,,,,,,,,,,,,,4.6,
2015-03-09 00:00:00,KC-130J,167926,Aircraft,6.0,3.0,3.0,6.0,,5.5,0.2,,,,,2.0,,,1.0,,1.0,GL313V6,,ACFT_CMDR,1,,,,,,,,,,,,,,,,,6.0,
2015-03-10 00:00:00,KC-130J,167926,Aircraft,7.1,3.6,3.5,7.1,,6.0,,2.5,,,,,,,,,,GL313V9,,ACFT_CMDR,1,,,,,,,,,,,,,,,,,7.1,
2015-03-19 00:00:00,KC-130J,167926,Aircraft,5.7,2.9,2.8,5.7,,1.5,0.9,,,,,3.0,,,,2.0,1.0,GL313W5,,ACFT_CMDR,1,,,,,,,,,,,,,,,,,5.7,
2015-04-10 00:00:00,KC-130J,167981,Aircraft,3.8,1.9,1.9,3.8,,3.0,,,,,,,,,,,,GL313YU,,ACFT_CMDR,1,,,,,,,,,,,,,,,,,3.8,
2015-04-11 00:00:00,KC-130J,167981,Aircraft,2.0,1.0,1.0,2.0,,1.0,0.3,,,,,1.0,,,,1.0,,GL313Z0,,ACFT_CMDR,1,,,,,,,,,,,,,,,,,2.0,
2015-04-17 00:00:00,KC-130J,167981,Aircraft,2.9,1.5,1.4,2.9,,2.6,0.3,2.9,,,,,1.0,,,1.0,,GL31400,,ACFT_CMDR,1,,,,,,,,,,,,,,,,,2.9,
2015-04-20 00:00:00,KC-130J,167926,Aircraft,2.0,1.0,1.0,2.0,,0.5,,1.7,,1.7,,,,,,,,GL3140O,"2301, 3550, 2151, 2350, 2300",ACFT_CMDR,1,,,,,,,,,,,,,,,,,2.0,
2015-04-23 00:00:00,KC-130J,167982,Aircraft,5.0,2.5,2.5,5.0,,,0.5,,,,,2.0,,,,1.0,,GL3141G,2162,ACFT_CMDR,1,,,,,,,,,,,,,,,,,5.0,
2015-04-24 00:00:00,KC-130J,167982,Aircraft,4.4,2.2,2.2,4.4,,1.2,0.6,1.8,,,,,,,,,,GL3141Q,2162,ACFT_CMDR,1,,,,,,,,,,,,,,,,,4.4,
2015-05-01 00:00:00,KC-130J,165957,Aircraft,,,,,9.7,,,,,,,,,,,,,GL3142S,,OTHER,1,,,,,,,,,,,,,,,,,,
2015-05-04 00:00:00,KC-130J,167927,Aircraft,7.7,3.9,3.8,7.7,,0.5,0.2,,,,,1.0,,,,1.0,,GL31434,2162,ACFT_CMDR,1,,,,,,,,,,,,,,,,,7.7,
2015-05-09 00:00:00,KC-130J,168074,Aircraft,9.4,4.7,4.7,9.4,,3.0,0.3,3.2,,,,1.0,,,,,1.0,GL3143K,2162,ACFT_CMDR,1,,,,,,,,,,,,,,,,,9.4,
2015-05-15 00:00:00,KC-130J,167927,Aircraft,7.8,3.9,3.9,7.8,,,0.3,3.3,,,,,1.0,,,1.0,,GL3144A,2162,ACFT_CMDR,1,,,,,,,,,,,,,,,,,7.8,
2015-05-16 00:00:00,KC-130J,167927,Aircraft,7.7,3.9,3.8,7.7,,,,3.0,,,,,,,,,,GL3144D,2162,ACFT_CMDR,1,,,,,,,,,,,,,,,,,7.7,
2015-05-19 00:00:00,KC-130J,167982,Aircraft,6.2,3.1,3.1,9.2,3.0,1.0,,4.4,,,,,,,,,,GL3144O,2162,ACFT_CMDR,1,,,,,,,,,,,,,,,,,6.2,
2015-05-24 00:00:00,KC-130J,167982,Aircraft,3.0,1.5,1.5,3.0,,1.3,,,,,,1.0,,1.0,,,,GL3145A,2162,ACFT_CMDR,1,,,,,,,,,,,,,,,,,3.0,
2015-05-27 00:00:00,KC-130J,167926,Aircraft,,,,,2.0,,,,,,,,,,,,,GL3145G,,OTHER,1,,,,,,,,,,,,,,,,,,
2015-06-02 00:00:00,KC-130J,Baseline,Simulator,2.0,2.0,,2.0,,,,,,,,1.0,,,,,,267b7da5,,ACFT_CMDR,1,,,,,,,,,,,,,,,,,2.0,
2015-06-03 00:00:00,KC-130J,Baseline,Simulator,2.0,1.0,1.0,2.0,,,,2.0,,2.0,,,,,,,,d5fdcd6d,,ACFT_CMDR,1,,,,,,,,,,,,,,,,,2.0,
2015-06-04 00:00:00,KC-130J,Baseline,Simulator,2.0,1.0,1.0,2.0,,,,,,,,5.0,,,,,,ee9d10ae,,ACFT_CMDR,1,,,,,,,,,,,,,,,,,2.0,
2015-06-24 00:00:00,KC-130J,168074,Aircraft,5.9,2.9,3.0,5.9,,5.0,,,,,,1.0,,,,,,GL3148Z,,ACFT_CMDR,1,,,,,,,,,,,,,,,,,5.9,
2015-06-26 00:00:00,KC-130J,168075,Aircraft,10.7,5.4,5.3,10.7,,5.5,0.3,,,,,1.0,,,,,1.0,GL3149K,2162,ACFT_CMDR,1,,,,,,,,,,,,,,,,,10.7,
2015-06-28 00:00:00,KC-130J,168075,Aircraft,10.2,5.1,5.1,10.2,,7.0,0.3,,,,,1.0,,,,,1.0,GL3149N,,ACFT_CMDR,1,,,,,,,,,,,,,,,,,10.2,
2018-10-15 15:59:00,T-44C UTD,211601,Aircraft,3.0,1.5,1.5,,,,,,,,,,,,,,,C113S5W,,COPILOT,1,,,,,1B1,,C2101-K J SATORIUS,,,,,,,,15:59,,,3.0
2018-10-16 14:29:00,T-44C OFT,201603,Aircraft,1.5,1.5,,,,,,,,,,,,,,,,C113S93,,COPILOT,1,,,,,1B1,,C2102-A B Anderson,,,,,,,,14:29,,,1.5
2018-10-17 12:49:00,T-44C OFT,201603,Aircraft,3.0,1.5,1.5,,,,,,,,,,,,,,,C113SCS,,COPILOT,1,,1.5,,,1B1,,C2103-A P CAMDEN,,,,,,,,12:49,,,3.0
2018-10-18 15:59:00,T-44C OFT,201601,Aircraft,3.0,1.5,1.5,,,,,,,,,,,,,,,C113SIU,,COPILOT,1,,,,,1H2,,"I3105-R A CAMPBELL, C2104-R A CAMPBELL",,,,,,,,15:59,,,3.0
2018-10-19 13:00:00,T-44C OFT,201602,Aircraft,3.0,1.5,1.5,,,,,,,,,,,,,,,C113SLH,,COPILOT,1,,,,,1B1,,C2105-A P CAMDEN,,,,,,,,13:00,,,3.0
2018-10-25 11:29:00,T-44C OFT,201602,Aircraft,1.5,,1.5,,,,,,,,,,,,,,,C113T4P,,COPILOT,1,,,,,1B1,,C2104-K J SATORIUS,,,,,,,,11:29,,,1.5
2018-10-29 14:00:00,T-44C,160973,Aircraft,2.0,1.7,0.3,,2.0,,,,,,,,,,,,,C113TJM,,COPILOT,1,,,,,1B1,,"C4102-C H Booher, C4101-A P CAMDEN",8,,,,,,,14:00,,,2.0
2018-10-30 14:00:00,T-44C,160848,Aircraft,2.0,1.7,0.3,,2.0,,,,,,,,,,,,,C113TQJ,,COPILOT,1,,,,,1B1,,"C4103-C H Booher, C4102-A P CAMDEN",12,,,,,,,14:00,,,2.0
2018-11-01 11:10:00,T-44C,160974,Aircraft,2.2,1.7,0.5,,,,,,,,,,,,,,,C113U2E,,COPILOT,1,,,,,1B1,,"C4103-R A URQUHART, T S Campbell",12,,,,,,,11:10,,,2.2
2018-11-02 12:58:00,T-44C OFT,201601,Aircraft,3.0,1.5,1.5,,,,,,,,,,,,,,,C113U97,,COPILOT,1,,1.5,,,1B2,,"I3104-M A MARRERO, I3101-M A MARRERO",,,,,,,,12:58,,,3.0
2018-11-08 15:59:00,T-44C OFT,201603,Aircraft,3.0,3.0,,,,,,,,,,,,,,,,C113V0Z,,COPILOT,1,,3.0,,,1B2,,"I3103-nan, I3102-nan",,5,1,,,,,15:59,,,3.0
2018-11-09 15:59:00,T-44C OFT,201603,Aircraft,3.0,3.0,,,,,,,,,,,,,,,,C113V4L,,COPILOT,1,,3.0,,,1B2,,"I3105-nan, I3104-nan",,5,1,,,,,15:59,,,3.0
2018-11-13 12:59:00,T-44C OFT,201601,Aircraft,3.0,1.5,1.5,,,,,,,,,,,,,,,C113V8E,,COPILOT,1,,1.5,,,1B2,,I3106-A P CAMDEN,,2,1,,,,,12:59,,,3.0
2018-11-14 17:30:00,T-44C,160971,Aircraft,1.8,1.5,0.3,,,,,,,,,,,,,,,C113VHA,,COPILOT,1,,1.2,,,1B2,,I4101-C D Sandford,2,2,2,,,,,17:30,,,1.8
2018-11-14 21:00:00,T-44C,160971,Aircraft,2.0,1.7,0.3,,,,,,,,,,,,,,,C113VHB,,COPILOT,1,2.0,0.6,,,1B2,,I4102-C D Sandford,,2,,1,,,,21:00,,,2.0
2018-11-19 13:00:00,T-44C,160968,Aircraft,2.0,1.5,0.5,,,2.0,,,,,,,,,,,,C113VZN,,COPILOT,1,,,,,1B2,,I4103-C H Booher,3,,,,4,,,13:00,,,2.0
2018-11-19 16:45:00,T-44C,160968,Aircraft,2.0,1.5,0.5,,,2.0,,,,,,,,,,,,C113VZO,,COPILOT,1,,,,,1B2,,I4104-C H Booher,3,,,,2,1,,16:45,,,2.0
2018-11-20 14:30:00,T-44C,161071,Aircraft,2.8,2.3,0.5,,,,,,,,,,,,,,,C113W51,,COPILOT,1,,1.5,,,1B2,,I4105-M B Carr,3,4,3,,,,,14:30,,,2.8
2018-11-20 17:19:00,T-44C,161071,Aircraft,2.0,1.6,0.4,,,,,,,,,,,,,,,C113W52,,COPILOT,1,,1.2,,,1B2,,I4106-M B Carr,2,1,3,,,,,17:19,,,2.0
2018-11-21 09:02:00,T-44C,160844,Aircraft,1.8,1.5,0.3,,,0.4,,,,,,,,,,,,C113W7E,,COPILOT,1,,0.9,,,2L3,,I3290-M H Keidel,2,2,1,,,,,09:02,,,1.8
2018-11-26 13:27:00,T-44C,160842,Aircraft,2.1,1.8,0.3,,2.2,,,,,,,,,,,,,C113WFB,,COPILOT,1,,,,,1B1,,"C4201-C H Booher, C4201-P R WYATT",12,,,,,,,13:27,,,2.1
2018-11-27 11:15:00,T-44C,161075,Aircraft,0.1,0.1,,,,,,,,,,,,,,,,C113WKY,,COPILOT,1,,,,,1B2,,"I4201-C W WARLICK, I4201-J E Lawr Jr",,,,,,,,11:15,,,0.1
2018-11-28 10:50:00,T-44C,161070,Aircraft,2.5,2.0,0.5,,,,,,,,,,,,,,,C113WS1,,COPILOT,1,,0.3,,,2L4,,C4390-T S Campbell,10,,1,,,,,10:50,,,2.5
2018-11-30 12:59:00,T-44C OFT,201602,Aircraft,3.0,3.0,,,,,,,,,,,,,,,,C113X5R,,COPILOT,1,,3.0,,,1B2,,"I3401-nan, I3301-nan",,3,2,,,,,12:59,,,3.0
2018-12-03 11:25:00,T-44C,160973,Aircraft,2.5,1.0,1.5,,,0.5,,,,,,,,,,,,C113XDW,,COPILOT,1,,0.3,,,1B2,,I4301-T S Campbell,7,,1,,,,,11:25,,,2.5
2018-12-04 16:25:00,T-44C,160972,Aircraft,2.7,1.4,1.3,,,,,,,,,,,,,,,C113XOL,,COPILOT,1,,1.4,,,1B2,,I4302-C H Booher,2,8,,,,,,16:25,,,2.7
2018-12-04 20:00:00,T-44C,160972,Aircraft,2.6,1.3,1.3,,,,,,,,,,,,,,,C113XOM,,COPILOT,1,2.1,1.3,,,1B2,,I4303-C H Booher,,1,2,8,,,,20:00,,,2.6
2018-12-07 13:30:00,T-44C,160968,Aircraft,2.5,1.0,1.5,,,2.0,,,,,,,,,,,,C113Y2T,,COPILOT,1,,0.5,,,1B2,,I4304-J M Tate,5,1,,,,1,,13:30,,,2.5
2018-12-10 17:00:00,T-44C,161057,Aircraft,2.0,1.7,0.3,,,,,,,,,,,,,,,C113YDQ,,COPILOT,1,,0.3,,,1B2,,I4305-K SCHROEDER,6,1,,,,,,17:00,,,2.0
2018-12-12 11:00:00,T-44C,161070,Aircraft,1.5,1.0,0.5,,,0.7,,,,,,,,,,,,C113YQH,,COPILOT,1,,0.6,,,1B2,,I4305-T S Campbell,2,1,1,,,,,11:00,,,1.5
2018-12-12 14:00:00,T-44C,161070,Aircraft,2.5,2.0,0.5,,,0.5,,,,,,,,,,,,C113YQI,,COPILOT,1,,1.0,,,2L5,,I4490-T S Campbell,8,2,2,,,,,14:00,,,2.5
2018-12-18 20:45:00,T-44C,160970,Aircraft,3.3,0.6,2.7,,,,,,,,,,,,,,,C113ZKI,,INSTRUCTOR,1,2.5,0.3,3.3,,1D2,,"I4102-A J BAXTER, I4102-M D Monroe",,1,,1,,,,20:45,,3.3,
2018-12-19 22:36:00,T-44C,161071,Aircraft,4.1,0.6,3.5,,,,,,,,,,,,,,,C113ZRO,,INSTRUCTOR,1,4.1,0.6,4.1,,1H2,,"I4203-M C CONNERAN, I4202-M B MARCHALONIS",,1,1,2,,,,22:36,,4.1,
2018-12-20 20:50:00,T-44C,160840,Aircraft,4.1,0.6,3.5,,,,,,,,,,,,,,,C113ZX9,,INSTRUCTOR,1,4.1,0.6,4.1,,1D2,,"I4103-A W SNYDER, I4103-N T MORRIS",,2,,2,,,,20:50,,4.1,
2018-12-21 17:00:00,T-44C,160971,Aircraft,2.5,0.3,2.2,,,,,,,,,,,,,,,C11402M,,INSTRUCTOR,1,,0.3,2.5,,1D2,,I4204-B P BUI,1,,1,,,,,17:00,,2.5,
2019-01-03 20:00:00,T-44C,160983,Aircraft,4.3,0.6,3.7,,,,,,,,,,,,,,,C1140HS,,INSTRUCTOR,1,2.6,0.6,4.3,,1D2,,"I4103-M D Monroe, N T MORRIS",,1,1,1,,,,20:00,,4.3,
2019-01-04 16:30:00,T-44C,160842,Aircraft,4.2,0.6,3.6,,,,,,,,,,,,,,,C1140LG,,INSTRUCTOR,1,,0.6,4.2,,1D2,,"I4204-M T FLORES, I4201-M A THELL",2,1,1,,,,,16:30,,4.2,
2019-01-07 22:30:00,T-44C,160856,Aircraft,3.9,0.6,3.3,,,,,,,,,,,,,,,C1140WO,,INSTRUCTOR,1,3.9,0.6,3.9,,1D2,,"I4101-J A DELGADO, I4101-Z M MICHEL",,2,,2,,,,22:30,,3.9,
2019-01-08 17:15:00,T-44C,160847,Aircraft,2.0,0.3,1.7,,,,,,,,,,,,,,,C11412U,,INSTRUCTOR,1,,0.3,2.0,,1D2,,I4203-M S NEWELL,1,,1,,,,,17:15,,2.0,
2019-01-08 21:00:00,T-44C,160847,Aircraft,2.0,0.3,1.7,,,,,,,,,,,,,,,C11412X,,INSTRUCTOR,1,2.0,0.3,2.0,,1D2,,I4204-M S NEWELL,,1,,1,,,,21:00,,2.0,
2019-01-11 11:00:00,T-44C,161064,Aircraft,2.2,0.3,1.9,,,0.3,,,,,,,,,,,,C1141K6,,INSTRUCTOR,1,,0.3,2.2,,1D2,,I4204-M n GARCIA,1,1,,,,,,11:00,,2.2,
2019-01-14 18:06:00,T-44C,160973,Aircraft,2.1,0.3,1.8,,,1.0,,,,,,,,,,,,C11421C,,INSTRUCTOR,1,0.5,0.3,2.1,,1D2,,I4203-N T MORRIS,1,1,,,,,,18:06,,2.1,
2019-01-14 21:30:00,T-44C,160973,Aircraft,1.9,0.3,1.6,,,1.0,,,,,,,,,,,,C11421D,,INSTRUCTOR,1,1.9,0.3,1.9,,1D2,,I4204-N T MORRIS,,1,,1,,,,21:30,,1.9,
2019-01-16 17:06:00,T-44C,160855,Aircraft,2.1,0.3,1.8,,,1.0,,,,,,,,,,,,C1142BZ,,INSTRUCTOR,1,,0.3,2.1,,1D2,,I4203-M D Monroe,1,,1,,,,,17:06,,2.1,
2019-01-16 19:53:00,T-44C,160855,Aircraft,1.9,0.3,1.6,,,1.5,,,,,,,,,,,,C1142C0,,INSTRUCTOR,1,1.9,,1.9,,1D2,,I4204-M D Monroe,,,,1,,1,,19:53,,1.9,
2019-01-17 17:15:00,T-44C,160847,Aircraft,0.3,,0.3,,,,,,,,,,,,,,,C1142IT,,INSTRUCTOR,1,,,0.3,,1D2,,I4203-D J ROBINSON,,,,,,,,17:15,,0.3,
2019-01-17 19:30:00,T-44C,160972,Aircraft,2.0,0.3,1.7,,,,,,,,,,,,,,,C1142IY,,INSTRUCTOR,1,1.5,0.3,2.0,,1D2,,I4203-D J ROBINSON,,1,,1,,,,19:30,,2.0,
2019-01-17 21:45:00,T-44C,160972,Aircraft,2.0,0.3,1.7,,,,,,,,,,,,,,,C1142J0,,INSTRUCTOR,1,2.0,0.3,2.0,,1D2,,I4204-D J ROBINSON,,,1,1,,,,21:45,,2.0,
2019-01-22 17:06:00,T-44C,160973,Aircraft,1.9,0.3,1.6,,,0.3,,,,,,,,,,,,C1142WK,,INSTRUCTOR,1,,0.3,1.9,,1D2,,I4102-K L BOND,1,1,,,,,,17:06,,1.9,
2019-01-22 20:53:00,T-44C,160973,Aircraft,2.1,0.3,1.8,,,0.3,,,,,,,,,,,,C1142WL,,INSTRUCTOR,1,2.1,0.3,2.1,,1D2,,I4103-K L BOND,,1,,,,,,20:53,,2.1,
2019-01-23 17:21:00,T-44C,160970,Aircraft,2.1,0.3,1.8,,,,,,,,,,,,,,,C11432V,,INSTRUCTOR,1,,0.3,2.1,,1B2,,"I4201-J V HAGBERG, I4201-S B ANDERSON",1,1,,,,,,17:21,,2.1,
